city,avg_age,avg_house_value,avg_income,latitude,longitude
corcoran,25.294117647058822,73341.17647058824,22131.529411764706,36.086470588235294,-119.5605882352941
corona,19.282608695652176,170950.02173913043,39903.45652173913,33.86478260869563,-117.56521739130443
coronado,35.79032258064516,321396.8548387097,42390.77419354839,32.727741935483884,-117.22725806451615
corte madera,30.375,357956.3125,58027.375,37.9225,-122.50999999999999
costa mesa,23.867469879518072,298919.3975903614,50369.4578313253,33.6475903614458,-117.90807228915662
country club,22.076923076923077,127036.26373626373,36554.02197802198,38.001428571428605,-121.33483516483508
covina,31.72093023255814,214774.41860465117,42537.83720930233,34.08372093023255,-117.89186046511622
crestline,20.576923076923077,148030.76923076922,43772.5,34.24153846153846,-117.27038461538459
cudahy,34.9,161605.0,27617.1,33.95250000000001,-118.18050000000002
culver city,37.05418719211823,303721.275862069,39468.35960591133,34.01876847290643,-118.39753694581276
cupertino,25.797101449275363,376968.2173913043,62712.362318840576,37.321449275362326,-122.03318840579716
cypress,24.133333333333333,239063.33333333334,49760.96666666667,33.81500000000001,-118.03033333333337
daly city,43.66233766233766,296608.26406926406,44034.54978354978,37.72532467532464,-122.46792207792207
dana point,17.291666666666668,351421.0,51517.208333333336,33.468750000000014,-117.69541666666667
danville,17.076923076923077,374723.3846153846,78563.15384615384,37.82846153846154,-121.98384615384617
davis,21.1,202710.0,31902.9,38.54549999999999,-121.73600000000002
delano,24.785714285714285,62807.142857142855,20819.821428571428,35.79535714285715,-119.24035714285716
desert hot springs,16.357142857142858,79014.28571428571,24336.714285714286,33.96071428571428,-116.51785714285714
diamond bar,14.0,246150.08333333334,55065.333333333336,34.01833333333334,-117.8
dinuba,30.1,70210.0,23523.0,36.5305,-119.37150000000005
dixon,20.285714285714285,148985.7142857143,34336.21428571428,38.44071428571429,-121.83142857142857
downey,33.70175438596491,238715.7894736842,42240.54385964912,33.9366666666667,-118.13017543859648
duarte,28.894736842105264,185463.2105263158,37543.68421052631,34.13842105263157,-117.97052631578947
dublin,18.12,277356.04,60054.44,37.711999999999996,-121.9276
east foothills,20.864406779661017,244410.19491525425,51899.20338983051,37.33915254237288,-121.81025423728813
east hemet,14.517241379310345,135468.9655172414,29701.344827586207,33.685517241379316,-116.88931034482758
east la mirada,30.46875,230646.875,49074.5625,33.92968749999999,-117.98437499999991
east los angeles,39.59848484848485,143209.84848484848,25166.590909090908,34.03734848484853,-118.18083333333341
east palo alto,36.65217391304348,259147.95652173914,49820.17391304348,37.46826086956523,-122.14434782608699
el cajon,25.0625,169137.5,36228.8125,32.79156249999998,-116.97031249999996
el centro,22.675,80670.0,28342.575,32.78749999999998,-115.5865
el cerrito,35.63157894736842,213278.94736842104,41286.36842105263,37.92131578947369,-122.3092105263158
el monte,31.333333333333332,170712.8205128205,30031.25641025641,34.075897435897446,-118.02025641025651
el segundo,33.0,375039.6842105263,53320.07894736842,33.945789473684215,-118.4165789473684
el sobrante,25.916666666666668,202200.0,47312.75,37.97583333333335,-122.28416666666665
elk grove,18.68,155720.0,43213.44,38.38839999999999,-121.3796
encinitas,17.02173913043478,291397.8695652174,48938.82608695652,33.05760869565215,-117.27565217391307
escondido,17.819444444444443,198195.83333333334,40217.583333333336,33.135277777777766,-117.06972222222225
eureka,37.52173913043478,82036.95652173914,25188.195652173912,40.78065217391303,-124.16021739130433
exeter,22.88888888888889,80827.77777777778,22771.722222222223,36.36944444444444,-119.06944444444447
fair oaks,21.705882352941178,178747.0588235294,44550.970588235294,38.650882352941174,-121.27441176470593
fairfield,21.536585365853657,141546.34146341463,40299.19512195122,38.26268292682927,-122.03756097560978
fairview,21.7,270000.0,56031.7,37.67100000000001,-122.04499999999999
fallbrook,14.0,230647.61904761905,40059.23809523809,33.36761904761905,-117.2347619047619
farmersville,23.692307692307693,73407.69230769231,22782.615384615383,36.317692307692305,-119.21307692307694
fillmore,26.25,207408.33333333334,35349.75,34.453333333333326,-118.92333333333335
florin,26.83783783783784,90143.24324324324,27553.364864864863,38.50648648648646,-121.4385135135135
folsom,19.0,216368.42105263157,48648.36842105263,38.68263157894736,-121.16368421052637
fontana,19.977272727272727,115729.54545454546,31167.272727272728,34.094772727272705,-117.44431818181816
foothill farms,20.25,129765.90909090909,35493.52272727273,38.671818181818196,-121.3263636363637
fortuna,30.78048780487805,86209.75609756098,23711.51219512195,40.413658536585366,-123.98634146341465
foster city,16.181818181818183,390945.5909090909,62970.818181818184,37.550909090909094,-122.26818181818182
fountain valley,21.095238095238095,251030.95238095237,52122.94047619047,33.70714285714284,-117.95761904761895
fremont,23.314814814814813,250255.55555555556,49614.61111111111,37.54166666666664,-121.97611111111111
fresno,29.810606060606062,80941.28787878787,27985.66287878788,36.761250000000096,-119.79560606060608
fullerton,32.791044776119406,217359.71641791044,42893.20895522388,33.86895522388058,-117.93373134328358
galt,18.22222222222222,142488.88888888888,37132.0,38.27611111111111,-121.26166666666664
garden acres,30.660714285714285,110157.14285714286,29077.803571428572,37.97410714285716,-121.21607142857137
garden grove,26.367816091954023,193165.5172413793,39233.44827586207,33.773218390804594,-117.93839080459769
gardena,30.263157894736842,223265.7894736842,37179.02631578947,33.8828947368421,-118.30078947368422
gilroy,20.75,274560.0,44092.85,37.00999999999999,-121.5705
glen avon,16.25,138408.33333333334,38976.25,34.029166666666676,-117.48916666666668
glendale,36.85625,261051.29375,37284.34375,34.13212499999999,-118.25006250000001
glendora,31.083333333333332,237066.625,46520.75,34.15291666666666,-117.85874999999999
goleta,23.454545454545453,321409.24242424243,52584.48484848485,34.45121212121212,-119.81454545454547
gonzales,21.125,223525.0,33034.875,36.44,-121.515
grand terrace,18.571428571428573,125585.71428571429,34566.71428571428,34.015714285714274,-117.32142857142856
grants pass,21.833333333333332,83083.33333333333,24205.666666666668,41.835,-123.69666666666666
grass valley,19.927710843373493,139720.48192771085,29794.31325301205,39.23783132530121,-121.05602409638551
greenfield,23.166666666666668,139366.66666666666,28520.5,36.300000000000004,-121.26833333333333
grover beach,17.153846153846153,158530.76923076922,25745.923076923078,35.10461538461539,-120.61999999999999
hacienda heights,25.56,301056.08,58597.24,33.99040000000001,-117.96599999999998
half moon bay,24.642857142857142,385185.85714285716,56988.5,37.45428571428571,-122.4407142857143
hanford,25.523809523809526,75357.14285714286,27004.14285714286,36.33452380952381,-119.65023809523807
hawaiian gardens,30.4,213342.85714285713,45152.8,33.83000000000001,-118.0862857142857
hawthorne,29.413793103448278,233462.06896551725,38559.0,33.91413793103447,-118.35482758620688
hayward,30.238095238095237,182626.9841269841,36524.28571428572,37.64492063492067,-122.08079365079365
healdsburg,33.875,167690.625,32199.3125,38.62624999999999,-122.97
hemet,16.571428571428573,111933.33333333333,22738.095238095237,33.73476190476191,-117.0
hercules,18.764705882352942,202488.23529411765,48532.117647058825,38.019999999999996,-122.26058823529411
hermosa beach,31.0,419975.9393939394,57190.63636363636,33.86818181818182,-118.39363636363638
hesperia,9.75,110566.66666666667,32810.583333333336,34.419999999999995,-117.31
highland,21.408163265306122,111867.3469387755,37146.06122448979,34.144081632653034,-117.20959183673466
hillsborough,34.625,493750.875,90670.625,37.56875,-122.37875000000001
hollister,21.884615384615383,214757.6923076923,35171.96153846154,36.8396153846154,-121.3915384615385
huntington beach,18.395833333333332,314641.6875,54845.270833333336,33.66645833333334,-117.99041666666665
huntington park,36.2183908045977,120898.85057471265,19544.712643678162,33.99183908045976,-118.24747126436775
imperial,20.666666666666668,75277.77777777778,33515.11111111111,32.861111111111114,-115.58222222222223
imperial beach,20.392156862745097,137756.86274509804,31151.176470588234,32.576666666666654,-117.09333333333329
indio,20.09090909090909,99445.45454545454,28110.727272727272,33.73181818181819,-116.22681818181819
inglewood,40.26797385620915,195292.81699346405,33181.37908496732,33.98535947712413,-118.34287581699353
irvine,11.71951219512195,305215.96341463417,61077.14634146341,33.669756097560985,-117.80780487804876
isla vista,20.208333333333332,281904.1666666667,39969.666666666664,34.482083333333335,-119.95375000000003
kerman,26.15,80060.0,25524.6,36.706,-120.06699999999998
king city,25.0,131718.18181818182,29805.090909090908,36.16727272727273,-121.08363636363637
kingsburg,30.23076923076923,92100.0,31317.384615384617,36.505384615384614,-119.54307692307692
klamath falls,28.0,44000.0,17400.0,41.86,-121.93
la canada flintridge,37.45161290322581,352066.3548387097,60815.532258064515,34.207258064516154,-118.21435483870962
la habra,25.842105263157894,235257.94736842104,45495.39473684211,33.927631578947384,-117.94368421052629
la joya,28.0,61800.0,14648.000000000002,32.64,-116.2
la mesa,24.270833333333332,189856.25,41593.614583333336,32.792708333333344,-117.0504166666668
la mirada,32.89473684210526,194039.47368421053,43477.68421052631,33.915789473684214,-118.0192105263158
la palma,23.157894736842106,272700.0,54298.52631578947,33.85052631578949,-118.0357894736842
la presa,16.708333333333332,140241.66666666666,38221.458333333336,32.70833333333334,-116.9995833333333
la puente,30.615384615384617,150038.46153846153,35306.46153846154,34.02384615384615,-117.94692307692311
la quinta,12.666666666666666,148550.0,40299.166666666664,33.55916666666666,-116.31916666666666
la riviera,27.017857142857142,167808.92857142858,40376.69642857143,38.58767857142855,-121.37482142857144
la verne,26.647058823529413,198588.23529411765,41431.17647058824,34.10176470588236,-117.76764705882353
lafayette,30.625,377437.625,69665.0,37.88875,-122.11437500000001
laguna beach,33.25,460055.45,59456.05,33.53699999999999,-117.77799999999999
laguna hills,17.541666666666668,166016.66666666666,36590.0,33.607916666666675,-117.70666666666666
laguna niguel,9.59375,333434.5,68115.28125,33.52781249999999,-117.70374999999999
laguna woods,18.22222222222222,125311.11111111111,35275.11111111111,33.611111111111114,-117.72444444444444
lake elsinore,11.923076923076923,168361.53846153847,38089.230769230766,33.66923076923077,-117.36461538461536
lake forest,14.037037037037036,267311.14814814815,60079.59259259259,33.64888888888888,-117.68296296296296
lake havasu city,18.0,65666.66666666667,16462.0,34.379999999999995,-114.57333333333334
lakeside,17.56,169344.0,40197.76,32.86,-116.90920000000004
lakewood,38.028169014084504,225566.1971830986,44454.45070422535,33.845070422535194,-118.13338028169011
lamont,25.166666666666668,81633.33333333333,25107.5,35.280833333333334,-118.93250000000002
lancaster,22.45098039215686,123256.86274509804,33845.19607843137,34.712941176470615,-118.13549019607841
larkspur,31.0,414830.3,59907.2,37.943,-122.53399999999999
lathrop,29.23076923076923,150446.15384615384,28220.923076923078,37.83153846153846,-121.2776923076923
lawndale,30.050847457627118,272283.0508474576,43458.28813559322,33.882203389830494,-118.35779661016946
lemon grove,29.382022471910112,140787.64044943822,29901.303370786518,32.74269662921346,-117.0626966292136
lemoore,23.366666666666667,83863.33333333333,28744.266666666666,36.32299999999999,-119.81500000000001
lennox,33.8,171071.42857142858,30273.257142857143,33.93428571428572,-118.34971428571426
lincoln,23.416666666666668,119641.66666666667,34349.25,38.916666666666664,-121.30333333333333
linda,23.636363636363637,87209.09090909091,23550.454545454544,39.14818181818182,-121.49272727272728
lindsay,26.263157894736842,71000.0,25035.052631578947,36.21315789473684,-119.04894736842104
livermore,25.558823529411764,241055.88235294117,49469.35294117647,37.68970588235294,-121.76323529411769
livingston,27.41176470588235,87717.64705882352,27783.882352941175,37.410000000000004,-120.72294117647061
lodi,25.01492537313433,135437.31343283583,33513.119402985074,38.12776119402985,-121.25014925373141
loma linda,18.571428571428573,124121.42857142857,36122.142857142855,34.057857142857145,-117.25500000000001
lomita,31.057142857142857,294149.6095238095,40909.2,33.7584761904762,-118.3023809523809
lompoc,21.125,179782.1607142857,35926.375,34.65285714285717,-120.39999999999996
long beach,34.9125,185897.525,23882.825,33.77687499999998,-118.18924999999999
los alamitos,24.842105263157894,296494.7368421053,56448.05263157895,33.79842105263157,-118.06736842105259
los altos,30.91176470588235,422262.32352941175,67876.41176470589,37.38970588235293,-122.10882352941177
los altos hills,23.636363636363637,459846.1818181818,100677.36363636363,37.341818181818184,-122.16272727272727
los angeles,37.44918032786885,177380.00655737706,21099.803278688523,34.05495081967226,-118.26367213114735
los banos,23.24137931034483,100717.24137931035,26393.931034482757,37.066206896551726,-120.82793103448275
los gatos,27.3953488372093,396739.79069767444,69451.30232558139,37.22372093023258,-121.94744186046509
lynwood,36.95384615384615,129475.38461538461,26303.646153846155,33.92800000000002,-118.20815384615379
madera,22.0625,78902.08333333333,26836.708333333332,37.015416666666674,-120.00666666666667
magalia,17.652173913043477,91482.60869565218,24331.869565217392,39.91652173913043,-121.51391304347825
malibu,20.6,500001.0,77990.4,34.04600000000001,-118.822
manhattan beach,35.29032258064516,490865.2580645161,71067.16129032258,33.88903225806452,-118.40645161290323
manteca,21.88095238095238,134930.95238095237,34898.04761904762,37.80238095238093,-121.21499999999993
marina,20.0,155330.0,33000.1,36.717,-121.77699999999997
martinez,34.18181818181818,176727.27272727274,38670.90909090909,38.00727272727273,-122.11999999999998
marysville,29.9375,70687.5,22693.0625,39.15874999999998,-121.57749999999997
maywood,35.63157894736842,154736.84210526315,26362.315789473683,33.987368421052636,-118.18578947368424
mendota,24.375,68631.25,21156.5625,36.782500000000006,-120.42687500000001
menlo park,35.69230769230769,431269.8205128205,73037.89743589744,37.45333333333336,-122.1951282051282
merced,22.310344827586206,93387.93103448275,26693.241379310344,37.38241379310343,-120.40568965517238
mexicali,23.0,114033.33333333333,38641.333333333336,32.76,-115.37
mill valley,34.6551724137931,406465.6551724138,54228.68965517241,37.88896551724138,-122.55275862068967
millbrae,35.111111111111114,403916.8333333333,48520.61111111111,37.59611111111113,-122.39333333333337
milpitas,18.033898305084747,268542.4576271186,58286.338983050846,37.43135593220341,-121.89322033898304
mira loma,19.25,168600.0,42260.166666666664,33.995,-117.53416666666664
mission viejo,14.4,286237.84444444446,68312.26666666666,33.59577777777776,-117.66822222222217
modesto,27.46969696969697,120643.93939393939,29599.234848484848,37.655984848484835,-120.9998484848485
monrovia,37.5,237104.20833333334,41529.5,34.14333333333333,-118.00291666666669
montclair,23.29032258064516,136100.0,33278.709677419356,34.07322580645162,-117.69161290322579
montebello,33.0,189942.3076923077,31266.615384615383,34.01346153846153,-118.10634615384612
monterey,32.3448275862069,345920.7931034483,38770.8275862069,36.55862068965518,-121.90068965517241
monterey park,33.07017543859649,218121.05263157896,33226.87719298246,34.058070175438566,-118.12508771929829
moorpark,18.11764705882353,310806.0588235294,56736.35294117647,34.26588235294117,-118.88941176470591
moraga,19.90909090909091,400518.36363636365,76033.81818181818,37.830909090909095,-122.12454545454548
moreno valley,9.89655172413793,157482.7931034483,38555.65517241379,33.92344827586206,-117.2310344827586
morgan hill,20.346153846153847,313661.57692307694,54379.653846153844,37.16307692307692,-121.67884615384615
morro bay,19.59259259259259,239214.8148148148,31938.62962962963,35.38629629629631,-120.89518518518523
mountain view,27.92063492063492,361882.79365079367,54920.30158730159,37.38301587301587,-122.07888888888888
murrieta,4.0,177700.0,41087.71428571428,33.582857142857144,-117.18142857142857
napa,28.17808219178082,197697.2602739726,38697.109589041094,38.327671232876696,-122.28917808219181
national city,30.625,103779.54545454546,23062.715909090908,32.691136363636375,-117.0940909090909
newark,22.238095238095237,223947.61904761905,48096.857142857145,37.54095238095237,-122.03809523809525
newport beach,31.73913043478261,466502.847826087,62786.13043478261,33.60913043478261,-117.91043478260866
norco,19.73913043478261,186117.39130434784,46989.34782608696,33.92782608695652,-117.54347826086955
north auburn,16.675675675675677,178818.9189189189,39360.0,38.98486486486487,-121.05675675675677
north highlands,27.47826086956522,102904.34782608696,29552.782608695652,38.6721739130435,-121.37717391304345
norwalk,34.35,161756.66666666666,38309.13333333333,33.90483333333337,-118.08183333333334
novato,21.416666666666668,297966.6666666667,52520.25,38.10250000000001,-122.57541666666667
oakdale,21.010416666666668,124870.83333333333,27595.020833333332,37.92666666666668,-120.53093750000004
oakland,41.06060606060606,152723.24242424243,20760.333333333332,37.807373737373766,-122.27161616161627
oakley,22.375,156412.5,38163.375,38.056875,-121.68500000000002
oceanside,20.783783783783782,165329.72972972973,28283.54054054054,33.212972972972985,-117.35432432432434
oildale,28.69811320754717,91226.41509433962,33386.35849056604,35.42490566037739,-118.9983018867924
olivehurst,26.047619047619047,72100.0,23456.428571428572,39.05047619047618,-121.527619047619
ontario,25.508474576271187,146838.98305084746,34980.59322033898,34.04966101694913,-117.64118644067797
orange,27.532258064516128,239256.5,47475.43548387097,33.79790322580644,-117.84661290322582
orange cove,22.068181818181817,114006.81818181818,28727.227272727272,37.1084090909091,-118.91772727272723
orangevale,17.85185185185185,171370.37037037036,45234.92592592593,38.679629629629616,-121.22444444444442
orinda,30.0625,423662.6875,79590.4375,37.885625,-122.18375000000002
oroville,27.177419354838708,69506.45161290323,22101.516129032258,39.47161290322581,-121.55435483870968
oxnard,27.3046875,228878.15625,38849.3046875,34.24531249999997,-119.20687500000007
pacific grove,37.15151515151515,295509.1212121212,41118.27272727273,36.61454545454546,-121.92303030303029
pacifica,26.620689655172413,286568.9655172414,50609.58620689655,37.6148275862069,-122.48827586206896
pahrump,12.333333333333334,58466.666666666664,23610.666666666668,35.593333333333334,-115.96666666666665
palm desert,12.25,202366.66666666666,46200.833333333336,33.724999999999994,-116.3633333333333
palm springs,20.041666666666668,169987.54166666666,30024.541666666668,33.8225,-116.55125
palmdale,14.891891891891891,144740.54054054053,38471.32432432433,34.56621621621623,-118.04540540540543
palo alto,41.0,433259.358974359,60065.692307692305,37.438205128205155,-122.13615384615386
palos verdes estates,32.94285714285714,464297.71428571426,72202.97142857143,33.80485714285712,-118.38657142857144
paradise,20.703703703703702,100622.22222222222,24018.703703703704,39.75111111111111,-121.61333333333332
paramount,34.77906976744186,165290.6976744186,32780.58139534884,33.88558139534885,-118.16604651162794
parlier,27.75,68750.0,20844.875,36.61875,-119.53875
pasadena,37.125,246762.64285714287,37115.94642857143,34.15214285714289,-118.14410714285714
patterson,29.56,114192.0,28900.68,37.434400000000004,-121.11160000000005
pedley,23.5,120773.33333333333,38057.833333333336,33.940999999999995,-117.46999999999998
perris,11.19047619047619,127219.04761904762,29956.809523809523,33.811904761904756,-117.23000000000002
petaluma,29.891304347826086,218617.39130434784,40759.065217391304,38.22478260869566,-122.65826086956521
pico rivera,35.6578947368421,168155.26315789475,34569.92105263158,33.98157894736843,-118.08921052631577
piedmont,45.28448275862069,276900.9224137931,50132.1724137931,37.81551724137932,-122.22146551724137
pinole,26.916666666666668,168383.33333333334,40579.333333333336,38.0025,-122.31333333333329
pismo beach,20.714285714285715,287014.28571428574,37337.0,35.152857142857144,-120.68571428571428
pittsburg,23.285714285714285,129885.71428571429,37574.514285714286,38.01571428571428,-121.88571428571431
placentia,22.07246376811594,226675.36231884058,47083.608695652176,33.868115942028965,-117.8694202898551
placerville,17.207792207792206,123692.20779220779,30387.402597402597,38.57506493506495,-120.65467532467537
pleasant hill,25.58139534883721,220588.37209302327,47033.04651162791,37.951860465116305,-122.06697674418606
pleasanton,20.62962962962963,302625.9259259259,59922.11111111111,37.66592592592592,-121.87740740740739
pomona,35.056603773584904,119683.01886792453,27254.22641509434,34.055849056603755,-117.74811320754714
port hueneme,23.791666666666668,239362.54166666666,37800.75,34.15749999999999,-119.19291666666668
porterville,23.547169811320753,71762.2641509434,24799.20754716981,36.05924528301885,-118.98358490566044
poway,13.728971962616823,220924.30841121497,52380.3738317757,32.960467289719624,-117.09000000000005
progreso,18.0,57500.0,15417.0,32.69,-115.9
quartz hill,15.541666666666666,199766.66666666666,45624.958333333336,34.63999999999999,-118.25041666666665
ramona,15.842105263157896,192747.36842105264,39544.31578947369,33.07368421052631,-116.7915789473684
rancho cordova,21.428571428571427,111089.28571428571,32721.64285714286,38.58142857142859,-121.28964285714288
rancho cucamonga,14.378378378378379,180521.62162162163,45405.37837837838,34.136216216216205,-117.582972972973
rancho mirage,14.7,229230.1,42134.4,33.711,-116.44000000000001
rancho palos verdes,29.294117647058822,440059.29411764705,64679.58823529412,33.62647058823529,-118.36647058823532
rancho san diego,10.076923076923077,242353.84615384616,55560.769230769234,32.74307692307693,-116.91538461538464
rancho santa margarita,7.12,288756.04,64803.84,33.65039999999999,-117.60039999999998
red bluff,23.4468085106383,70206.36170212766,23524.574468085106,40.07276595744682,-122.2287234042553
redding,21.26086956521739,90460.85507246378,24955.72463768116,40.55492753623187,-122.50246376811597
redlands,24.096153846153847,145396.15384615384,41467.942307692305,34.05557692307689,-117.17096153846153
